Entry	Gene Names (primary)	Gene Names	Mass	Length	Protein names
Q6LZ84		MMP0745	6347	52	Uncharacterized protein
Q6LZ85		MMP0744	9844	86	Conserved hypothetical archaeal protein
Q6LZ86		MMP0743	38842	324	Probable integrase/recombinase
Q6LZ87		MMP0742	45785	389	Fido domain-containing protein
Q6LZ88		MMP0741	14740	125	Uncharacterized protein
Q6LZ89		MMP0740	26666	226	Possible purine NTPase
Q6LZ90		MMP0739	26283	234	Asp/Glu racemase:Aspartate racemase (EC 5.1.1.13)
Q6LZ91		MMP0738	34686	309	Elongation factor Tu, domain 2
Q6LZ93		MMP0736	9056	84	Conserved hypothetical archaeal protein
Q6LZ95		MMP0734	11948	105	Uncharacterized protein
Q6LZ97	xseA	xseA MMP0732	46159	407	Exonuclease VII, large subunit:OB-fold nucleic acid binding domain (EC 3.1.11.6)
Q6LZ98		MMP0731	7814	67	Exonuclease VII, small subunit related protein
Q6LZ99		MMP0730	15171	139	EamA domain-containing protein
Q6LZA3		MMP0726	10709	93	Uncharacterized protein
Q6LZA4		MMP0725	21062	185	Putative integral membrane protein
Q6LZA5		MMP0724	13723	114	Uncharacterized protein
Q6LZA6		MMP0723	13009	114	Quercetin dioxygenase-like cupin family protein
Q6LZA7		MMP0722	24024	210	Conserved Hypothetical Archael Protein
Q6LZA8		MMP0721	24653	226	Ferredoxin
Q6LZB0		MMP0719	15553	135	Predicted transcriptional regluator
Q6LZB1		MMP0718	13947	116	Uncharacterized protein
Q6LZB2		MMP0717	20995	178	Uncharacterized protein
Q6LZB3		MMP0716	15619	141	Acetohydroxyacid synthase small subunit Related
Q6LZB4		MMP0715	48685	432	Coenzyme F390 synthetase II
Q6LZB5	iorB2	iorB2 MMP0714	20314	188	Indolepyruvate oxidoreductase subunit beta 2 (EC 1.2.7.-)
Q6LZB7		MMP0712	28500	248	Similar to amino acid ABC transporter substrate-binding protein
Q6LZC2		MMP0707	44716	417	Na+/H+ exchanger
Q6LZC6		MMP0703	38925	340	MnmC-like methyltransferase domain-containing protein
Q6LZC8		MMP0701	16461	147	DUF1890 domain-containing protein
Q6LZC9		MMP0700	21615	183	Transcriptional regulator PadR-like family
Q6LZD1		MMP0698	12246	105	DUF1894 domain-containing protein
Q6LZD6		MMP0693	32669	288	Aminoacyl-tRNA synthetase, class II
Q6LZD7		MMP0692	35612	319	Cell wall-binding protein
Q6LZD8		MMP0691	20720	181	Conserved hypothetical archaeal protein
Q6LZD9		MMP0690	26474	233	Polyferredoxin
Q6LZE0		MMP0689	45272	433	Xanthine/uracil permease family
Q6LZE4		MMP0685	24300	213	SAM (And some other nucleotide) binding motif:N-6 Adenine-specific DNA methylase
Q6LZE5	hsp20	hsp20 MMP0684	16837	154	Heat shock protein Hsp20
Q6LZE7		MMP0682	20274	188	LytS/YehU family sensor histidine kinase
Q6LZE8		MMP0681	42919	413	Xanthine/uracil permease family
Q6LZF0		MMP0679	55424	525	Na+/H+ Antiporter related protein
Q6LZF2		MMP0677	17504	158	DUF2124 domain-containing protein
Q6LZF3		MMP0676	53810	465	Intermediate filament protein:ATP/GTP-binding site motif A (P-loop):AAA ATPase
Q6LZF4		MMP0675	14460	128	Conserved hypothetical archaeal protein
Q6LZF5		MMP0674	7901	67	Helix-turn-helix DNA binding protein
Q6LZF6		MMP0673	47360	409	TPR repeat
Q6LZF8	ipa-20r	ipa-20r MMP0671	7055	64	Repeat protein (TIGR03833 family)
Q6LZF9		MMP0670	33117	296	EamA domain-containing protein
Q6LZG1		MMP0668	23478	202	Uncharacterized protein
Q6LZG3		MMP0666	58984	541	Na+/Pi-cotransporter related protein
Q6LZG4		MMP0664	19775	186	Uncharacterized protein
Q6LZG5		MMP0663	58265	539	Sulfate transporter:Sulfate transporter/antisigma-factor antagonist STAS
Q6LZG6		MMP0662	8836	76	KEOPS complex subunit Pcc1
Q6LZG7		MMP0661	33732	291	Putative ATP binding related protein
Q6LZG9		MMP0659	45705	403	Peptidase U32 (EC 3.4.-.-)
Q6LZH2		MMP0656	21076	183	Methanogenesis marker protein 17
Q6LZH3		MMP0655	7145	64	Sulfur carrier protein
Q6LZH5		MMP0653	34519	321	Sodium-dependent transporter
Q6LZH6		MMP0652	18067	150	Uncharacterized protein
Q6LZH9		MMP0649	57584	511	Carbamoyltransferase
Q6LZI1		MMP0647	16183	138	Protein archease
Q6LZI2		MMP0646	7699	66	Uncharacterized protein
Q6LZI4		MMP0644	32008	291	Cation efflux protein
Q6LZI5		MMP0643	37986	337	DUF354 domain-containing protein
Q6LZI9		MMP0638	84574	745	Proteinase inhibitor I42 chagasin domain-containing protein
Q6LZJ0		MMP0637	19874	180	Transcriptional regulator, ArsR family member
Q6LZJ1		MMP0636	46035	410	Uncharacterized protein
Q6LZJ2		MMP0635	26793	241	ABC transporter:ATPase subunit
Q6LZJ3		MMP0634	43511	397	ABC transport system permease protein
Q6LZJ4		MMP0633	22114	193	Rubrerythrin
Q6LZJ5		MMP0632	44518	388	ATP/GTP-binding site motif A (P-loop)
Q6LZJ6		MMP0631	15498	134	Putatuve iron dependent repressor
Q6LZJ8		MMP0629	14749	132	Conserved hypothetical archaeal protein
Q6LZJ9		MMP0628	7232	68	Probable Molybdenum-pterin binding protein
Q6LZK3		MMP0624	14372	133	Pyridoxamine 5'-phosphate oxidase N-terminal domain-containing protein
Q6LZK4		MMP0623	23708	222	TIGR00266 family protein
Q6LZK5		MMP0622	33355	302	ADP-ribosylglycohydrolase (DraG) homolog (EC 3.2.-.-)
Q6LZK6		MMP0621	31794	269	Conserved hypothetical archaeal protein
Q6LZK7	atwA	atwA MMP0620	59491	531	Methyl coenzyme M reductase, component A2 (EC 1.8.-.-)
Q6LZL1		MMP0614	21019	191	Related to iron-sulfur flavoprotein of Methanosarcina thermophila
Q6LZL6		MMP0608	43942	411	2-hydroxyglutaryl-CoA dehydratase (Component A) related protein
Q6LZL9		MMP0605	20953	184	K Homology domain-containing protein
Q6LZM5	cbiJ	cbiJ MMP0599	28037	248	Precorrin-6x reductase CbiJ/CobK (EC 1.3.1.54)
Q6LZM8		MMP0596	54222	476	RNA 2'-O-methyl modification protein (NOP5/NOP56)
Q6LZN0		MMP0594	21890	188	Conserved hypothetical archaeal protein
Q6LZN1		MMP0593	27422	261	Walker type ATPase
Q6LZN2		MMP0592	6848	60	Uncharacterized protein
Q6LZN3		MMP0591	24219	219	Conserved hypothetical archaeal protein
Q6LZN4		MMP0590	26631	232	Glycosyl transferase, family 2 (EC 2.4.1.83)
Q6LZN5		MMP0589	59546	524	Uncharacterized protein
Q6LZN7	napA	napA MMP0587	42332	389	Na+/H+ exchanger
Q6LZN8		MMP0586	27090	232	Uncharacterized endonuclease III related protein (EC 4.2.99.18)
Q6LZN9		MMP0585	15771	145	Universal stress protein (Usp)
Q6LZP1		MMP0583	11548	102	Branched-subunit amino acid transport protein
Q6LZP2		MMP0582	26219	238	AzlC related protein
Q6LZP3		MMP0581	29570	260	Metallo-beta-lactamase domain-containing protein
Q6LZP4	act	act MMP0580	30280	268	Radical-activating enzyme (EC 1.97.1.4)
Q6LZP6	aroQ	aroQ MMP0578	11105	96	Chorismate mutase (EC 5.4.99.5)
Q6LZP9		MMP0575	9076	79	Asp-tRNAAsn/Glu-tRNAGln amidotransferase subunit C (EC 6.3.5.-)
Q6LZQ0		MMP0574	5245	39	LSU ribosomal protein L41E
Q6LZQ2	slyD	slyD MMP0572	25537	228	peptidylprolyl isomerase (EC 5.2.1.8)
Q6LZQ4		MMP0570	21369	181	DUF985 domain-containing protein
Q6LZQ5		MMP0569	57207	528	S-layer protein (TIGR01564 family)
Q6LZQ6		MMP0568	19317	173	Transcriptional regulator related protein
Q6LZQ7		MMP0567	15688	135	Acyl-CoA thioester hydrolase
Q6LZQ8		MMP0566	62374	549	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II related protein (EC 6.2.1.3)
Q6LZQ9		MMP0565	36035	311	Conserved hypothetical archaeal protein
Q6LZR0		MMP0564	34398	302	Conserved hypothetical archaeal protein
Q6LZR1		MMP0563	17852	160	Conserved hypothetical archaeal protein
Q6LZR2		MMP0562	11474	96	Uncharacterized protein
Q6LZR3	cmd	cmd MMP0561	15948	144	Carboxymuconolactone decarboxylase:Alkylhydroperoxidase AhpD core domain
Q6LZR5		MMP0559	18404	172	DJ-1/PfpI domain-containing protein
Q6LZR6		MMP0558	10978	98	Uncharacterized protein
Q6LZR7		MMP0557	15858	137	UPF0146 protein MMP0557
Q6LZR8		MMP0556	31642	280	Uncharacterized protein
Q6LZS0		MMP0554	22124	200	SAM (And some other nucleotide) binding motif
Q6LZS2		MMP0552	32309	296	EamA domain-containing protein
Q6LZS3		MMP0551	24181	219	Binding-protein-dependent transport systems inner membrane component
Q6LZS4		MMP0550	28891	264	Similar to ABC-type amino acid transport system, periplasmic component
Q6LZS5		MMP0549	20794	182	Uncharacterized protein
Q6LZS6		MMP0547	48541	431	RecJ related protein
Q6LZS7		MMP0546	22912	203	Protein MMP0546
Q6LZS8		MMP0545	68237	616	Molybdenum cofactor biosynthesis protein:MoeA N-terminal region, domain I and II:MoeA C-terminal, domain IV
Q6LZS9		MMP0544	37920	336	MoaA/nifB/pqqE family (EC 1.97.1.4)
Q6LZT0		MMP0543	19617	171	Chorismate-pyruvate lyase
Q6LZT1		MMP0542	24637	209	Phosphoserine phosphatase
Q6LZT5		MMP0538	22844	203	Uncharacterized protein
Q6LZT7		MMP0536	15846	137	CGGC domain-containing protein
Q6LZT8		MMP0535	24464	212	Conserved hypothetical archaeal protein
Q6LZT9		MMP0534	41144	360	Small-conductance mechanosensitive channel
Q6LZU0		MMP0533	21359	189	Conserved hypothetical Archael protein
Q6LZU1		MMP0532	56430	489	Uncharacterized protein
Q6LZU2		MMP0531	19746	169	HEPN domain-containing protein
Q6LZU3		MMP0530	24220	205	protein adenylyltransferase (EC 2.7.7.108)
Q6LZU4		MMP0529	59963	552	Sulfate transporter family
Q6LZU6		MMP0527	23560	206	Conserved hypothetical archaeal protein
Q6LZU7		MMP0526	27250	241	Uncharacterized protein
Q6LZU8		MMP0525	17343	153	Uncharacterized protein
Q6LZU9		MMP0524	22554	194	Possible (U93872) ORF 73, contains large complex repeat CR 73 [Human herpesvirus 8]
Q6LZV0		MMP0523	25728	234	ABC transporter ATP-binding protein
Q6LZV1		MMP0522	48330	445	NPCBM-associated, NEW3 domain of alpha-galactosidase
Q6LZV2		MMP0521	45174	415	ABC transporter, permease protein
Q6LZV3		MMP0520	93941	834	Cation transport ATPase (EC 3.6.1.-)
Q6LZV4		MMP0519	14246	125	Uncharacterized protein
Q6LZV5		MMP0518	10192	89	Uncharacterized protein
Q6LZV8	modB	modB MMP0515	23879	221	Molybdenum ABC transporter, permease protein
Q6LZV9	modA	modA MMP0514	27515	258	Molybdenum ABC transporter, periplasmic molybdenum-binding protein
Q6LZW0	MoeA	MoeA MMP0513	41120	373	Molybdopterin biosynthesis moeA protein
Q6LZW4	fmdA	fmdA MMP0509	64595	583	Formylmethanofuran dehydrogenase, subunit A (EC 1.2.99.5)
Q6LZW5	fmdE	fmdE MMP0508	21422	191	Molybdenum containing formylmethanofuran dehydrogenase, subunit E (EC 1.2.99.5)
Q6LZW6	modA	modA MMP0507	28500	260	Molybdate-binding periplasmic protein permease RELATED
Q6LZW7	modB	modB MMP0506	29303	266	Molybdenum transport system permease protein, modB RELATED
Q6LZW8		MMP0505	26428	237	Putative heavy-metal chelation domain-containing protein
Q6LZX0		MMP0503	11681	101	Uncharacterized protein
Q6LZX1		MMP0502	40803	362	Uncharacterized protein
Q6LZX2		MMP0501	54994	500	Prenyltransferase/squalene oxidase-like repeat protein
Q6LZX3		MMP0500	19982	183	Iron-sulfur flavoprotein-related
Q6LZX4		MMP0499	28523	246	HTH arsR-type domain-containing protein
Q6LZX5		MMP0498	20377	187	Uncharacterized membrane protein, ortholog YYAS B.subtilis
Q6LZX6		MMP0497	26109	225	Methyltransferase type 11 domain-containing protein
Q6LZX8		MMP0495	41734	364	YprB ribonuclease H-like domain-containing protein
Q6LZX9		MMP0494	86304	759	Distinct helicase family member with a unique C-terminal domain including a metal-binding cysteine cluster (EC 2.7.7.-)
Q6LZY0		MMP0493	228899	2076	Probable metal chelatase
Q6LZY1		MMP0492	26273	239	Transporter
Q6LZY2		MMP0491	23604	213	MotA/TolQ/ExbB proton channel
Q6LZY3		MMP0490	12688	112	DUF2149 domain-containing protein
Q6LZY4		MMP0489	16198	153	Uncharacterized protein
Q6LZY5		MMP0488	15433	136	Low molecular weight phosphotyrosine protein phosphatase
Q6LZY7		MMP0486	16280	145	Cupin type-2 domain-containing protein
Q6LZY9		MMP0484	63388	566	Possible sodium/proton antiporter
Q6LZZ0		MMP0483	11723	97	MJ0788 domain-containing protein
Q6LZZ1		MMP0482	14298	127	DUF2283 domain-containing protein
Q6LZZ2		MMP0481	76200	650	Abortive phage infection protein C-terminal domain-containing protein
Q6LZZ3		MMP0480	10983	93	TFIIEalpha/SarR/Rpc3 HTH domain-containing protein
Q6LZZ4		MMP0479	15702	136	Uncharacterized protein
Q6LZZ5		MMP0478	14583	125	Uncharacterized protein
Q6LZZ6		MMP0477	9413	82	Uncharacterized protein
Q6LZZ7		MMP0476	11834	100	Addiction module RelE/StbE family toxin
Q6LZZ8		MMP0475	71733	613	DED domain-containing protein
Q6LZZ9		MMP0474	30542	268	Uncharacterized protein
Q6M000		MMP0473	38259	332	Uncharacterized protein
Q6M001		MMP0472	38853	328	Probable integrase/recombinase
Q6M002		MMP0471	10280	90	Uncharacterized protein
Q6M003		MMP0470	76097	674	MCM family related protein
Q6M004		MMP0469	14531	127	Uncharacterized protein
Q6M005		MMP0468	8350	74	Transposon-encoded protein
Q6M006		MMP0467	20504	172	Uncharacterized protein
Q6M007		MMP0466	9423	83	Uncharacterized protein
Q6M008		MMP0465	14283	120	Conserved hypothetical archaeal protein
Q6M009		MMP0464	29182	241	Uncharacterized protein
Q6M010		MMP0463	120963	1029	Uncharacterized protein
Q6M011		MMP0462	24316	205	Uncharacterized protein
Q6M012		MMP0461	7327	64	Uncharacterized protein
Q6M013		MMP0460	50198	447	HTH arsR-type domain-containing protein
Q6M014		MMP0459	14608	125	Uncharacterized protein
Q6M015		MMP0458	62338	548	GH3 auxin-responsive promoter
Q6M017	xerD-like	xerD-like MMP0456	21798	182	Phage integrase
Q6M018		MMP0455	27989	248	Probable amino-acid ABC transporter
Q6M019		MMP0454	20596	173	Conserved hypothetical archaeal protein
Q6M021		MMP0452	10336	90	DUF3953 domain-containing protein
Q6M022		MMP0451	12891	119	Dinitrogenase iron-molybdenum cofactor biosynthesis domain-containing protein
Q6M023		MMP0450	31463	285	Ferredoxin
Q6M024		MMP0449	30971	281	Ferredoxin
Q6M025		MMP0448	10743	94	Uncharacterized protein
Q6M026		MMP0447	12683	119	Nitrogenase related protein
Q6M027		MMP0446	12149	108	Nitrogen fixation-related protein
Q6M028		MMP0445	9244	78	Uncharacterized protein
Q6M034		MMP0438	30352	265	Epoxyqueuosine reductase QueG
Q6M035		MMP0437	42531	367	Gamma-glutamyl:cysteine ligase YbdK (ATP-grasp superfamily)
Q6M036	rimK	rimK MMP0436	36064	316	Putative SSU ribosomal protein S6 modification protein
Q6M037		MMP0435	23368	204	RimK-like ATPgrasp N-terminal domain-containing protein
Q6M038		MMP0434	9119	82	DUF378 domain-containing protein
Q6M039		MMP0433	18815	164	Putative flavodoxin
Q6M040		MMP0432	28556	253	Uncharacterized protein
Q6M041		MMP0431	48607	433	Rhodopsin-like GPCR superfamily:Beta-lactamase-like
Q6M042		MMP0429	10848	97	DUF211 domain-containing protein
Q6M043		MMP0428	40949	366	Vanadium nitrogenase-associated related protein N
Q6M045		MMP0426	21410	189	Nitroreductase family
Q6M046		MMP0425	23594	213	LUD domain-containing protein
Q6M047		MMP0424	8332	71	Uncharacterized protein
Q6M048		MMP0423	55556	468	FRG domain-containing protein
Q6M049		MMP0422	17653	150	Uncharacterized protein MJ0093 domain-containing protein
Q6M050		MMP0421	34971	304	Methanogenesis marker protein 7
Q6M051		MMP0420	37254	321	CBS domain Related protein
Q6M053		MMP0418	33441	302	Carbohydrate kinase, PfkB (EC 2.7.1.15)
Q6M055		MMP0416	21778	198	Energy-coupling factor transport system substrate-specific component
Q6M062		MMP0409	42656	386	Conserved hypothetical archaeal protein
Q6M063		MMP0408	34109	306	H+-transporting two-sector ATPase, A subunit
Q6M064		MMP0407	14998	137	Conserved hypothetical archaeal protein with 2 CBS domains
Q6M065		MMP0406	29381	256	Putative TIM-barrel protein
Q6M068		MMP0403	40778	361	Conserved hypothetical Archael protein
Q6M069		MMP0402	51532	453	Conserved hypothetical Archael protein
Q6M070	metE	metE MMP0401	34830	312	5-methyltetrahydropteroyltriglutamate--homocystei ne S-methyltransferase (EC 2.1.1.14)
Q6M071	ehbQ	ehbQ MMP0400	23276	217	ACT domain-containing protein
Q6M076		MMP0395	10871	92	Uncharacterized protein
Q6M078		MMP0393	19438	171	Phosphoesterase (EC 3.1.4.-)
Q6M080	aspC	aspC MMP0391	41851	382	Aspartate aminotransferase (EC 2.6.1.1)
Q6M082		MMP0389	5982	54	Ferredoxin
Q6M084		MMP0387	24012	207	Microsomal signal peptidase 21 KD subunit (EC 3.4.-.-)
Q6M085	HMmA	HMmA MMP0386	7294	67	Archaeal histone A
Q6M087		MMP0384	7094	60	Uncharacterized protein
Q6M088	slp	slp MMP0383	58948	575	S-layer protein
Q6M089		MMP0382	65929	590	RNase L inhibitor
Q6M092		MMP0379	12732	107	Putative gamma-glutamylcyclotransferase
Q6M093		MMP0378	48196	427	Atrazine chlorohydrolase related protein
Q6M094		MMP0377	24842	214	Isoleucyl-tRNA synthetase related
Q6M095		MMP0376	46621	394	ATP-dependent DNA ligase
Q6M096		MMP0375	51965	457	Uncharacterized protein
Q6M098		MMP0373	9342	82	Uncharacterized protein
Q6M0A0		MMP0371	22353	209	Glycine transporter domain-containing protein
Q6M0A1		MMP0370	51823	468	Uncharacterized protein
Q6M0A2		MMP0369	68610	654	Methanogen extracellular protein (TIGR04279 family)
Q6M0A3		MMP0368	7551	67	DUF1616 domain-containing protein
Q6M0A4		MMP0367	9367	83	Uncharacterized protein
Q6M0A5		MMP0366	27297	243	DUF7982 domain-containing protein
Q6M0A6		MMP0365	70513	611	DUF4129 domain-containing protein
Q6M0A7		MMP0364	38085	332	DUF4350 domain-containing protein
Q6M0A8		MMP0363	35486	313	Methanol dehydrogenase regulatory protein related protein
Q6M0A9		MMP0362	49742	433	DUF58 domain-containing protein
Q6M0B0		MMP0361	21473	184	Uncharacterized protein
Q6M0B1		MMP0360	37579	323	DUF1616 domain-containing protein
Q6M0B2		MMP0359	25314	225	Glycosyl transferase, family 2
Q6M0B3		MMP0358	43391	373	Conserved hypothetical archaeal protein
Q6M0B5		MMP0356	46137	394	Glycosyl transferase, group 1
Q6M0B6		MMP0355	57811	499	Glycosyltransferase RgtA/B/C/D-like domain-containing protein
Q6M0B7		MMP0354	46448	411	Putative oligosaccharide transporter
Q6M0C0	aspB-like1	aspB-like1 MMP0351	40899	367	DegT/DnrJ/EryC1/StrS aminotransferase
Q6M0C1		MMP0350	21588	196	Bacterial transferase hexapeptide repeat
Q6M0C2		MMP0349	27135	246	2-hydroxyglutaryl-CoA dehydratase (Component A) related protein
Q6M0C3		MMP0348	21273	197	GPR1/FUN34/yaaH family protein
Q6M0C4		MMP0347	11729	104	Uncharacterized protein
Q6M0C5		MMP0346	42320	373	2-hydroxyglutaryl-CoA dehydratase (Component D) related protein
Q6M0C6		MMP0345	30028	275	PBP domain-containing protein
Q6M0C7		MMP0344	33425	293	Conserved hypothetical archaeal protein
Q6M0C8		MMP0343	25554	223	Uncharacterized protein
Q6M0C9		MMP0342	15988	144	Flagellar protein FlaF
Q6M0D2		MMP0339	19539	171	NUDIX hydrolase (EC 3.6.1.-)
Q6M0D3		MMP0338	37032	350	UPF0284 protein MMP0338
Q6M0D4		MMP0337	17242	148	Methanogenesis marker protein 6
Q6M0D6		MMP0335	15178	137	Uncharacterized protein
Q6M0D7		MMP0334	26249	234	rRNA methyltransferase related protein
Q6M0D8		MMP0333	25730	237	TIGR00297 family protein
Q6M0D9		MMP0332	72327	626	Uncharacterized protein
Q6M0E0		MMP0331	15240	130	HIT domain-containing protein
Q6M0E1	cbiC	cbiC MMP0330	22537	210	Precorrin-8X methylmutase CbiC/CobH (EC 5.4.1.2)
Q6M0E2		MMP0329	11252	96	Uncharacterized protein
Q6M0E3		MMP0328	31033	268	DUF63 family protein
Q6M0E7		MMP0324	14655	126	Conserved hypothetical archaeal protein
Q6M0F0		MMP0321	20402	181	Conserved hypothetical archaeal protein
Q6M0F2	cbiL	cbiL MMP0319	25434	228	Precorrin-2 C-20 methyltransferase (EC 2.1.1.130)
Q6M0F6	iorB1	iorB1 MMP0315	21729	199	Indolepyruvate oxidoreductase subunit beta 1 (EC 1.2.7.-)
Q6M0F7		MMP0314	48822	429	Coenzyme F390 synthetase
Q6M0F8		MMP0313	16604	151	Uncharacterized protein
Q6M0F9		MMP0312	16287	146	Conserved hypothetical archaeal protein
Q6M0G0		MMP0311	14035	127	Conserved hypothetical archaeal protein
Q6M0G2		MMP0309	12253	114	Intracellular sulfur reduction related protein
Q6M0G3		MMP0308	7654	70	Conserved hypothetical archaeal protein
Q6M0G4		MMP0307	27456	229	Conserved hypothetical archaeal protein
Q6M0G8		MMP0303	5149	45	Rubredoxin
Q6M0G9		MMP0302	13907	119	Uncharacterized protein
Q6M0H1		MMP0300	17773	153	Exosome subunit
Q6M0H2		MMP0299	10409	91	Uncharacterized protein
Q6M0H4		MMP0296	41787	362	Conserved hypothetical archaeal protein
Q6M0H6		MMP0294	31479	282	Bacterial quinoprotein
Q6M0H7		MMP0293	33942	308	fructose-bisphosphate aldolase (EC 4.1.2.13)
Q6M0H8		MMP0292	6809	61	Uncharacterized protein
Q6M0H9		MMP0291	49183	447	Hydrogenase expression/formation protein related
Q6M0I1	hypD	hypD MMP0289	39980	360	Hydrogenase expression/formation protein
Q6M0I2		MMP0288	28892	251	Conserved hypothetical archeal protein
Q6M0I3		MMP0287	29902	264	CBS domain-containing protein
Q6M0I5		MMP0285	53999	486	Phosphoesterase, RecJ-like:TrkA-N:Phosphoesterase, DHHA1
Q6M0I9		MMP0281	70761	630	Hypothetical nucleotide binding protein
Q6M0J2		MMP0278	16926	153	CBS domain-containing protein
Q6M0J3		MMP0277	42010	380	TraB family
Q6M0J4		MMP0276	38978	344	Uncharacterized protein
Q6M0J5		MMP0275	99916	907	Carbohydrate-binding/sugar hydrolysis domain-containing protein
Q6M0J6	hypE	hypE MMP0274	35179	334	Hydrogenase expression/formation protein
Q6M0J7	comA	comA MMP0273	26618	235	Phosphosulfolactate synthase (EC 4.4.1.19)
Q6M0J8		MMP0272	29113	263	ABC transporter ATPase subunit
Q6M0J9		MMP0271	25424	232	ATP binding putative nickel incorporation protein
Q6M0K0		MMP0270	24524	219	Conserved archaeal protein
Q6M0K1		MMP0269	45306	404	Nickel insertion protein
Q6M0K3		MMP0267	25888	238	Conserved hypothetical archaeal protein
Q6M0K4		MMP0266	23183	213	UPF0056 membrane protein
Q6M0K5		MMP0265	15628	147	Transporter family-2 protein
Q6M0K6	MscMJ	MscMJ MMP0264	39899	351	Mechanosensitive (MS) ion channel
Q6M0K8		MMP0262	24015	205	Uncharacterized protein
Q6M0L5		MMP0255	33371	299	Isoleucyl-tRNA synthetase related
Q6M0L7	acd	acd MMP0253	76641	702	acetate--CoA ligase (ADP-forming) (EC 6.2.1.13)
Q6M0L8		MMP0252	3433	32	Uncharacterized protein
Q6M0M0		MMP0250	26500	234	Ribosome maturation protein SDO1
Q6M0M4		MMP0246	10262	88	Conserved hypothetical archaeal protein
Q6M0M6		MMP0244	37802	338	NanoRNase/pAp phosphatase (C-di-AMP/oligoRNAs hydrolase)
Q6M0M8		MMP0242	10368	89	Fe-Mo cluster-binding NifX family protein
Q6M0M9		MMP0241	67137	587	Conserved hypothetical archaeal protein
Q6M0N0		MMP0240	19948	177	Conserved hypothetical archaeal protein
Q6M0N1		MMP0239	32972	285	Conserved hypothetical archaeal protein
Q6M0N2		MMP0238	18310	161	Conserved hypothetical archaeal protein
Q6M0N5		MMP0235	34060	297	Uncharacterized protein
Q6M0N6		MMP0234	42862	382	Protein G-related albumin-binding (GA) module domain-containing protein
Q6M0N9		MMP0231	14393	122	Cysteine-rich small domain-containing protein
Q6M0P0		MMP0230	26006	228	HD domain-containing protein
Q6M0P6		MMP0223	10489	92	Uncharacterized protein
Q6M0P7		MMP0222	9434	79	Conserved hypothetical archaeal protein
Q6M0P9		MMP0220	53285	489	Sodium/proline symporter-related
Q6M0Q1		MMP0218	32494	275	Uncharacterized protein
Q6M0Q2		MMP0217	13390	114	Transcriptional repressor related protein
Q6M0Q4		MMP0215	15986	136	ArnR1-like winged helix-turn-helix domain-containing protein
Q6M0Q6		MMP0213	33147	293	Triphosphoribosyl-dephospho-CoA synthetase related protein
Q6M0Q8		MMP0211	25986	222	DUF434 domain-containing protein
Q6M0Q9		MMP0210	33323	299	EamA domain-containing protein
Q6M0R0		MMP0209	20895	184	HTH cro/C1-type domain-containing protein
Q6M0R1		MMP0208	46279	409	4Fe-4S ferredoxin-type domain-containing protein
Q6M0R3	modB	modB MMP0206	24240	221	Molybdenum ABC transporter, permease protein
Q6M0R4	modA	modA MMP0205	28332	267	Molybdenum ABC transporter, periplasmic molybdenum-binding protein
Q6M0R5		MMP0204	19308	176	Flavoprotein domain-containing protein
Q6M0R6		MMP0203	8456	77	Thioredoxin
Q6M0R7		MMP0202	34588	318	Permease
Q6M0R8	moeA	moeA MMP0201	41128	375	Molybdenum cofactor biosynthesis protein
Q6M0R9	fmdE	fmdE MMP0200	22758	202	Molybdenum containing formylmethanofuran dehydrogenase, subunit E (EC 1.2.99.5)
Q6M0S0		MMP0199	28834	258	Conserved hypothetical archaeal protein
Q6M0S1		MMP0198	29279	260	ABC-type iron(III) transport system, ATP binding protein
Q6M0S2		MMP0197	34236	319	ABC-type iron(III) transport system, permease component
Q6M0S3		MMP0196	39454	353	ABC-type iron(III) transport system, periplasmic binding protein
Q6M0S4		MMP0195	13562	114	Uncharacterized protein
Q6M0S5		MMP0194	30938	272	DUF2202 domain-containing protein
Q6M0S6		MMP0193	8470	74	Uncharacterized protein
Q6M0S7		MMP0192	39301	352	Uncharacterized protein
Q6M0S8		MMP0191	27462	234	Alpha/beta hydrolase
Q6M0S9		MMP0190	34793	320	Sodium/calcium exchanger membrane region domain-containing protein
Q6M0T0		MMP0189	14820	125	Uncharacterized protein
Q6M0T6		MMP0182	8303	70	Uncharacterized protein
Q6M0T7		MMP0181	19122	179	DUF4352 domain-containing protein
Q6M0U1		MMP0177	13910	119	Conserved hypothetical archaeal protein
Q6M0U2		MMP0176	87237	788	CDC48 cell division cycle protein family member
Q6M0U3		MMP0175	18697	154	Uncharacterized protein
Q6M0U4		MMP0174	52470	458	HD phosphohydrolase family member
Q6M0U5		MMP0173	45651	400	Uncharacterized protein
Q6M0U6		MMP0172	10512	94	C-di-AMP phosphodiesterase-like protein
Q6M0U7		MMP0171	27389	248	ABC transport system permease protein
Q6M0V0		MMP0168	17666	152	Transcriptional regulator PadR-like family
Q6M0V1		MMP0167	36621	322	ABC transporter ATP binding protein family member
Q6M0V2		MMP0166	49485	460	MatE family member (Drug/sodium antiporters)
Q6M0V3		MMP0165	28087	253	ABC transporter, family 2
Q6M0V6		MMP0162	24189	214	DUF116 domain-containing protein
Q6M0V8	ftsA-2	ftsA-2 MMP0160	48526	433	Coenzyme F390 synthetase
Q6M0W0		MMP0158	22994	199	Uncharacterized protein
Q6M0W3		MMP0155	14635	127	CRM domain-containing protein
