present_in,absent_from,gene,description,in_model,best_hit,pident,evalue,criterion
auris,parapsilosis,XP_085455444.1,uncharacterized protein B9J08_01635 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455448.1,Cta6p [Candidozyma auris B8441],False,CPAR2_500380,41.9,2.85e-06,no_hit_e10
auris,parapsilosis,XP_085455449.1,uncharacterized protein B9J08_01640 [Candidozyma auris B8441],False,CPAR2_700060,29.8,3.1e-05,no_hit_e10
auris,parapsilosis,XP_085455456.1,Hsm3p [Candidozyma auris B8441],False,CPAR2_703600,19.5,5.12e-09,no_hit_e10
auris,parapsilosis,XP_085455482.1,uncharacterized protein B9J08_01673 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455494.1,uncharacterized protein B9J08_01685 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455499.1,Yea4p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455511.1,uncharacterized protein B9J08_01703 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455523.1,uncharacterized protein B9J08_01715 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455553.1,uncharacterized protein B9J08_01745 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455557.1,uncharacterized protein B9J08_01749 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455564.1,uncharacterized protein B9J08_01756 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455570.1,uncharacterized protein B9J08_01762 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455594.1,uncharacterized protein B9J08_01786 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455603.1,CENP-S family protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455626.1,U2-type spliceosomal complex subunit [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455633.1,uncharacterized protein B9J08_01825 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455639.1,uncharacterized protein B9J08_01831 [Candidozyma auris B8441],False,CPAR2_100270,36.4,0.00065,no_hit_e10
auris,parapsilosis,XP_085455641.1,uncharacterized protein B9J08_01833 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455670.1,uncharacterized protein B9J08_01864 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455671.1,telomerase subunit [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455681.1,MBL fold metallo-hydrolase [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455684.1,uncharacterized protein B9J08_01878 [Candidozyma auris B8441],True,,,,no_hit_e3
auris,parapsilosis,XP_085455685.1,U2-type spliceosomal complex subunit [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455686.1,uncharacterized protein B9J08_01880 [Candidozyma auris B8441],False,CPAR2_403990,29.0,2e-06,no_hit_e10
auris,parapsilosis,XP_085455696.1,uncharacterized protein B9J08_01890 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455699.1,uncharacterized protein B9J08_01893 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455718.1,uncharacterized protein B9J08_01912 [Candidozyma auris B8441],False,CPAR2_502910,29.4,4.61e-09,no_hit_e10
auris,parapsilosis,XP_085455719.1,uncharacterized protein B9J08_01913 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455725.1,pyridoxal 5'-phosphate synthase [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455746.1,Pga34p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455763.1,uncharacterized protein B9J08_01958 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,parapsilosis,XP_085455764.1,uncharacterized protein B9J08_01959 [Candidozyma auris B8441],False,,,,no_hit_e3
haemulonii,auris,XP_025339577.1,uncharacterized protein CXQ85_000919 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339578.1,uncharacterized protein CXQ85_000920 [Candidozyma haemuli],False,XP_085453859.1,21.0,7.41e-05,no_hit_e10
haemulonii,auris,XP_025339623.1,uncharacterized protein CXQ85_000968 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339624.1,uncharacterized protein CXQ85_000969 [Candidozyma haemuli],False,XP_085452101.1,29.4,4.67e-05,no_hit_e10
haemulonii,auris,XP_025339648.1,uncharacterized protein CXQ85_000994 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339654.1,uncharacterized protein CXQ85_001000 [Candidozyma haemuli],False,XP_085450468.1,44.7,2.29e-06,no_hit_e10
haemulonii,auris,XP_025339706.1,uncharacterized protein CXQ85_001054 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339707.1,uncharacterized protein CXQ85_001055 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339714.1,uncharacterized protein CXQ85_001063 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339779.1,uncharacterized protein CXQ85_001129 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339799.1,uncharacterized protein CXQ85_001149 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339875.1,uncharacterized protein CXQ85_001227 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339878.1,uncharacterized protein CXQ85_001230 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339902.1,uncharacterized protein CXQ85_001254 [Candidozyma haemuli],False,XP_085453489.1,38.1,3.76e-06,no_hit_e10
haemulonii,auris,XP_025339953.1,uncharacterized protein CXQ85_001307 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339963.1,60S ribosomal eL39 domain-containing protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025339968.1,uncharacterized protein CXQ85_001322 [Candidozyma haemuli],False,XP_085450856.1,34.2,9.48e-06,no_hit_e10
haemulonii,auris,XP_025339978.1,uncharacterized protein CXQ85_001332 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340007.1,uncharacterized protein CXQ85_001362 [Candidozyma haemuli],False,XP_085453326.1,30.4,2.22e-09,no_hit_e10
haemulonii,auris,XP_025340017.1,uncharacterized protein CXQ85_001372 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340028.1,uncharacterized protein CXQ85_001383 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340046.1,uncharacterized protein CXQ85_001401 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340070.1,uncharacterized protein CXQ85_001426 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340128.1,uncharacterized protein CXQ85_001489 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340145.1,uncharacterized protein CXQ85_001506 [Candidozyma haemuli],False,XP_085455594.1,23.4,1.45e-05,no_hit_e10
haemulonii,auris,XP_025340146.1,uncharacterized protein CXQ85_001507 [Candidozyma haemuli],False,XP_085450682.1,28.6,4.04e-05,no_hit_e10
haemulonii,auris,XP_025340147.1,uncharacterized protein CXQ85_001508 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340163.1,Dad2p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340174.1,uncharacterized protein CXQ85_001535 [Candidozyma haemuli],False,XP_085450941.1,30.7,1.53e-06,no_hit_e10
haemulonii,auris,XP_025340185.1,uncharacterized protein CXQ85_001546 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340191.1,uncharacterized protein CXQ85_001556 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340208.1,uncharacterized protein CXQ85_001574 [Candidozyma haemuli],False,XP_085451551.1,66.7,3.42e-06,no_hit_e10
haemulonii,auris,XP_025340249.1,uncharacterized protein CXQ85_001615 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340285.1,cytochrome c oxidase subunit VII [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340292.1,uncharacterized protein CXQ85_003191 [Candidozyma haemuli],False,XP_085454825.1,38.1,4.94e-10,no_hit_e10
haemulonii,auris,XP_025340338.1,uncharacterized protein CXQ85_003240 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340433.1,uncharacterized protein CXQ85_003339 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340463.1,uncharacterized protein CXQ85_003369 [Candidozyma haemuli],False,XP_085455002.1,37.8,0.000167,no_hit_e10
haemulonii,auris,XP_025340480.1,uncharacterized protein CXQ85_003386 [Candidozyma haemuli],False,XP_085455018.1,51.7,1.7e-08,no_hit_e10
haemulonii,auris,XP_025340500.1,uncharacterized protein CXQ85_003406 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340563.1,uncharacterized protein CXQ85_003471 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340684.1,uncharacterized protein CXQ85_003601 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340698.1,uncharacterized protein CXQ85_003616 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340704.1,uncharacterized protein CXQ85_003622 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025340748.1,Mdj2p [Candidozyma haemuli],False,XP_085450977.1,36.0,4.87e-07,no_hit_e10
haemulonii,auris,XP_025340912.1,uncharacterized protein CXQ85_001749 [Candidozyma haemuli],False,XP_085454077.1,51.9,3.11e-06,no_hit_e10
haemulonii,auris,XP_025340945.1,palmitoyltransferase [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341048.1,WD40 repeat domain-containing protein [Candidozyma haemuli],False,XP_085453671.1,29.0,2.78e-10,no_hit_e10
haemulonii,auris,XP_025341098.1,mitochondrial 37S ribosomal uS19m domain-containing protein [Candidozyma haemuli],False,XP_085455424.1,39.0,2.9e-07,no_hit_e10
haemulonii,auris,XP_025341173.1,tyrosine protein phosphatase [Candidozyma haemuli],False,XP_085451985.1,40.5,9.07e-05,no_hit_e10
haemulonii,auris,XP_025341217.1,uncharacterized protein CXQ85_002062 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341243.1,uncharacterized protein CXQ85_002090 [Candidozyma haemuli],False,XP_085454436.1,47.5,1.23e-10,no_hit_e10
haemulonii,auris,XP_025341250.1,uncharacterized protein CXQ85_002097 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341270.1,Zcf39p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341273.1,uncharacterized protein CXQ85_002120 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341320.1,uncharacterized protein CXQ85_002167 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341321.1,uncharacterized protein CXQ85_002168 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341331.1,uncharacterized protein CXQ85_002179 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341410.1,uncharacterized protein CXQ85_002261 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341513.1,uncharacterized protein CXQ85_002367 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341521.1,uncharacterized protein CXQ85_002375 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341522.1,uncharacterized protein CXQ85_002376 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341587.1,"uncharacterized protein CXQ85_004151, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,auris,XP_025341601.1,uncharacterized protein CXQ85_004165 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341607.1,uncharacterized protein CXQ85_004171 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341610.1,uncharacterized protein CXQ85_004174 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341612.1,uncharacterized protein CXQ85_004176 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341630.1,uncharacterized protein CXQ85_004194 [Candidozyma haemuli],False,XP_085451020.1,41.7,1.73e-09,no_hit_e10
haemulonii,auris,XP_025341668.1,uncharacterized protein CXQ85_004232 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341683.1,uncharacterized protein CXQ85_004247 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341687.1,uncharacterized protein CXQ85_004252 [Candidozyma haemuli],False,XP_085452101.1,26.3,3.05e-05,no_hit_e10
haemulonii,auris,XP_025341688.1,uncharacterized protein CXQ85_004253 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341704.1,uncharacterized protein CXQ85_004271 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341745.1,uncharacterized protein CXQ85_004313 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341753.1,uncharacterized protein CXQ85_004321 [Candidozyma haemuli],False,XP_085450931.1,24.8,2.32e-09,no_hit_e10
haemulonii,auris,XP_025341760.1,uncharacterized protein CXQ85_004328 [Candidozyma haemuli],False,XP_085453313.1,25.7,2.8e-08,no_hit_e10
haemulonii,auris,XP_025341761.1,uncharacterized protein CXQ85_004329 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341767.1,uncharacterized protein CXQ85_004335 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341776.1,uncharacterized protein CXQ85_004344 [Candidozyma haemuli],False,XP_085450952.1,27.3,5.89e-10,no_hit_e10
haemulonii,auris,XP_025341784.1,uncharacterized protein CXQ85_004352 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341797.1,Pga33p [Candidozyma haemuli],False,XP_085450847.1,57.4,7.05e-07,no_hit_e10
haemulonii,auris,XP_025341802.1,uncharacterized protein CXQ85_004372 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341807.1,uncharacterized protein CXQ85_004377 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341812.1,uncharacterized protein CXQ85_004382 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341818.1,uncharacterized protein CXQ85_004388 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341821.1,uncharacterized protein CXQ85_004391 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341836.1,Tertp [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341847.1,uncharacterized protein CXQ85_004419 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341861.1,uncharacterized protein CXQ85_004434 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341866.1,uncharacterized protein CXQ85_004439 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341873.1,uncharacterized protein CXQ85_004449 [Candidozyma haemuli],False,XP_085450841.1,32.7,2.68e-07,no_hit_e10
haemulonii,auris,XP_025341876.1,uncharacterized protein CXQ85_004452 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341885.1,uncharacterized protein CXQ85_004461 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341910.1,uncharacterized protein CXQ85_004486 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341916.1,uncharacterized protein CXQ85_004492 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341919.1,uncharacterized protein CXQ85_004495 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341921.1,uncharacterized protein CXQ85_004497 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341939.1,uncharacterized protein CXQ85_004515 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341941.1,uncharacterized protein CXQ85_004517 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341943.1,uncharacterized protein CXQ85_004519 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341946.1,uncharacterized protein CXQ85_004522 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341949.1,uncharacterized protein CXQ85_004525 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341951.1,uncharacterized protein CXQ85_004529 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341973.1,uncharacterized protein CXQ85_004551 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341974.1,uncharacterized protein CXQ85_004552 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341975.1,"uncharacterized protein CXQ85_004553, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,auris,XP_025341976.1,"uncharacterized protein CXQ85_000001, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,auris,XP_025341979.1,fungal specific transcription factor domain-containing protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341980.1,uncharacterized protein CXQ85_000005 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025341983.1,amidohydrolase family protein [Candidozyma haemuli],True,,,,no_hit_e3
haemulonii,auris,XP_025342054.1,U2 snRNP complex subunit [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342082.1,uncharacterized protein CXQ85_000107 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342116.1,Crd2p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342174.1,uncharacterized protein CXQ85_000203 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342177.1,C2HC-type zinc finger protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342218.1,uncharacterized protein CXQ85_000250 [Candidozyma haemuli],False,XP_085453083.1,38.9,8.14e-10,no_hit_e10
haemulonii,auris,XP_025342261.1,uncharacterized protein CXQ85_000295 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342272.1,Pga46p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342286.1,glutathione-independent methylglyoxalase [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342342.1,uncharacterized protein CXQ85_000379 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342451.1,uncharacterized protein CXQ85_000492 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342480.1,uncharacterized protein CXQ85_000521 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342483.1,uncharacterized protein CXQ85_000524 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342489.1,uncharacterized protein CXQ85_000530 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342501.1,uncharacterized protein CXQ85_000542 [Candidozyma haemuli],False,XP_085455511.1,44.6,4.82e-05,no_hit_e10
haemulonii,auris,XP_025342502.1,uncharacterized protein CXQ85_000543 [Candidozyma haemuli],False,XP_085450841.1,32.7,2.14e-07,no_hit_e10
haemulonii,auris,XP_025342503.1,uncharacterized protein CXQ85_000544 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342504.1,uncharacterized protein CXQ85_000546 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342505.1,uncharacterized protein CXQ85_000547 [Candidozyma haemuli],False,XP_085451477.1,25.0,1.37e-08,no_hit_e10
haemulonii,auris,XP_025342519.1,uncharacterized protein CXQ85_000561 [Candidozyma haemuli],False,XP_085450856.1,34.2,5.33e-06,no_hit_e10
haemulonii,auris,XP_025342536.1,uncharacterized protein CXQ85_000578 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342539.1,mitochondrial 54S ribosomal mL49 domain-containing protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342564.1,peptide alpha-N-acetyltransferase [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,auris,XP_025342579.1,pheromone-regulated protein [Candidozyma haemuli],False,,,,no_hit_e3
